CASEID	ID	Q1A	Q1B	Q1C1	Q1C2	Q1C3	Q1C4	Q1C5	Q1C6	Q1C7	Q1D1	Q1D2	Q1D3	Q1D4	Q1D5	Q1D6	Q1D7	Q1D8	Q1E	Q1F	Q1G	Q1H	PROSPECT	Q2A1	Q2A2	Q2A3	Q2C	N_2C1	N_2C2	N_2C3	N_2C4	Q2F1	Q2G	N_PERTME	TIC_N_1	TIC_N_2	TIC_N_3	TIC_N_4	TIC_N_5	TIC_N_6	TIC_N_7	TIC_N_8	TIC_N_9	TIC_N_10	TIC_N_11	TIC_N_12	TIC_N_13	TIC_N_14	TIC_N_15	TIC_N_16	Q3A1	Q3B1	N_Q3C1	Q3A2	Q3B2	N_Q3C2	Q3A3	Q3B3	N_Q3C3	Q3A4	Q3B4	N_Q3C4	Q3A5	Q3B5	N_Q3C5	Q3A6	Q3B6	N_Q3C6	Q3A7	Q3B7	N_Q3C7	N_Q3A8	N_Q3B8	N_Q3C8	Q3C1	Q3C2	Q3C3	Q3C4	Q3C5	Q3D	Q3E	Q3F1	Q3F2	Q3G1	Q3G2	Q3G3	Q3G4	Q3G5	Q3G6	Q3H	Q3I	N_Q3K	Q3J	N_Q3M	Q3K1	Q3K2	Q3K3	Q3K4	Q3K5	Q3K6	Q3K7	Q3K8	Q3K9	Q3K10	Q3K11	N_Q3K10	N_Q3K12	Q3L1	Q3M1	Q3L2	Q3M2	Q3L3	Q3M3	Q3L4	Q3M4	Q3N1	Q3N2	Q3N3	Q3O	Q3P	Q3Q	Q5A	Q5B1	Q5B2	Q5C1	Q5C2A	Q5C2B	Q5C2C	Q5C2D	Q5D	Q5E1	Q5E2	Q5E3	Q5F1	Q5F2	Q5G	Q5H	Q5I1	Q5I2	Q5I3	Q5I4	ZIPCODE	GENDER	WEIGHT	DISTRICT	STATE	USRCOFIX	CM_SEG	VERSION
2019	   60242	2	1	6	3	5	3	6	3	8	1	1	1	1	2	2	1	4	13	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	3	8	0	0	0	7	3	9	3	6	9	9	8	3	0	1	2	 	1	1	1	1	1	1	1	1	1	1	2	 	1	2	 	2	 	 	1	1	1	2	2	1	1	2	2	1	1	1	2	3	3	2	3	2	1	1	2	1	34	7	6	3	3	8	0	7	8	3	10	6	6	5	1	3	1	2	2	 	1	3	1	1	2	1	75	30	1	2	2	2	 	 	 	 	5	1970	31	1	1	1	1	2	2	 	6	9	-1	1	1.11	3	33	 	1	2
2020	   80008	4	3	4	7	7	4	9	7	7	1	2	1	2	2	1	2	 	20	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	4	9	4	7	9	9	4	9	9	9	9	7	7	7	4	7	2	 	 	2	 	 	1	1	2	1	1	1	2	 	 	1	1	2	2	 	 	1	1	2	2	2	1	2	1	3	1	1	1	1	3	3	3	3	3	2	1	9999	2	 	7	9	7	7	7	3	4	7	5	3	3	3	4	1	1	1	2	2	 	1	3	1	1	2	2	15	3	2	1	 	2	 	 	 	 	2	1960	41	2	1	 	4	1	1	2	 	2	-1	2	1.1	4	32	 	1	2
2021	   80029	2	1	10	5	10	9	9	9	10	1	2	1	1	2	2	1	4	3	2	1	1	1	1	3	2	4	4	9999	 	 	2	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	 	 	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	2	1	1	2	 	5	10	8	0	0	5	0	0	10	0	5	10	10	1	2	1	1	2	 	1	4	1	1	2	1	20	0	1	2	2	2	 	 	 	 	5	1946	55	4	1	1	4	2	1	3	 	3	-1	1	.53	9	44	 	1	1
2022	   80041	2	2	10	5	5	8	8	5	9	1	1	2	2	2	2	1	2	15	1	1	1	1	1	3	4	5	4	2	1	3	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	2	 	 	1	1	2	1	1	1	1	2	 	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	3	3	1	3	3	1	2	2	 	1	9999	8	10	10	5	10	5	8	9	10	5	8	10	10	1	2	1	2	2	 	1	3	1	1	1	2	10	2	1	2	4	1	9999	0	2	0	4	1964	37	2	1	1	1	2	1	2	 	2	-1	2	.47	9	44	 	1	1
2023	   80056	3	2	8	2	6	8	7	2	5	1	2	2	1	1	2	1	2	6	2	1	2	1	 	 	 	 	 	 	 	 	 	 	 	5	3	5	5	5	5	9	2	3	5	5	9	9	9	2	3	1	1	1	1	1	1	1	2	 	1	1	1	1	2	 	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	2	1	1	3	3	1	2	3	2	1	1	36	1	34	1	1	1	5	1	1	1	5	5	5	1	1	5	1	2	1	2	2	 	1	3	1	1	2	1	50	5	2	1	 	2	 	 	 	 	6	1953	48	3	1	 	1	2	2	 	2	5	-1	1	.62	9	37	 	1	2
2024	   80072	1	1	10	7	3	10	10	10	10	1	2	2	2	1	1	1	3	3	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	3	3	7	7	10	0	10	9	8	5	8	10	8	4	9	2	 	 	1	1	1	1	1	2	1	1	1	1	1	1	1	2	 	1	2	 	1	1	1	2	1	1	2	2	1	1	1	1	3	3	3	3	1	2	1	1	1	1	20	10	6	7	10	10	10	5	10	10	3	8	8	8	1	2	1	2	2	 	1	2	1	2	1	2	75	3	3	2	3	2	 	 	 	 	5	1924	77	6	2	 	2	2	1	1	 	1	-1	2	.85	9	44	 	1	2
2025	   80075	2	1	6	1	9	8	3	7	7	1	2	1	1	2	1	2	 	6	1	1	1	1	1	4	1	4	2	1	4	3	2	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	2	 	 	1	1	2	1	1	1	1	1	2	2	 	 	1	1	2	2	2	1	1	2	2	2	1	1	3	3	1	3	1	3	2	1	39	1	9999	7	2	10	2	8	8	2	8	2	2	2	2	8	2	 	1	3	2	 	1	4	1	2	2	1	8	2	2	1	 	2	 	 	 	 	5	1947	54	3	1	 	1	2	1	1	 	1	-1	2	.55	4	13	 	1	1
2026	   80100	3	1	10	0	10	8	5	8	10	1	2	1	2	2	2	1	2	2	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	5	3	8	8	10	10	10	8	10	3	5	10	10	8	5	5	2	 	 	1	1	1	2	 	 	1	2	 	1	1	2	1	1	2	2	 	 	1	1	1	1	2	1	2	2	2	2	1	1	3	3	3	3	3	3	2	1	39	2	 	8	8	5	10	8	8	2	5	5	5	0	10	5	1	2	1	2	2	 	1	3	1	1	2	1	70	12	1	2	2	2	 	 	 	 	3	1927	74	5	3	3	1	2	1	9999	 	 	-1	2	1.76	9	4	 	1	2
2027	   80104	2	1	9	3	9	9	7	7	9	1	2	1	1	1	2	1	6	12	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	3	5	5	4	3	6	3	8	2	2	8	8	6	5	3	1	1	2	1	1	1	1	1	1	1	2	 	1	1	2	1	1	2	1	2	 	1	1	2	2	1	1	1	2	2	2	1	1	3	2	2	3	3	3	2	1	2	1	34	5	7	1	5	5	1	3	3	6	5	5	5	4	1	3	1	4	2	 	1	4	2	1	2	1	200	2	1	2	2	2	 	 	 	 	6	1924	77	6	3	4	1	2	2	 	3	6	-1	1	.73	4	32	 	1	2
2028	   80107	3	1	7	8	8	9	6	8	9	1	1	1	1	2	2	1	5	16	1	1	1	1	2	3	3	3	2	3	4	1	1	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	1	2	1	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	3	1	1	1	2	1	3	2	3	2	2	 	2	 	0	8	0	0	10	0	8	7	6	4	0	7	5	1	2	1	3	2	 	1	3	1	1	1	1	25	3	3	2	2	2	 	 	 	 	5	1946	55	4	1	 	1	2	1	2	 	2	-1	2	.29	4	6	 	1	1
2029	   80108	2	2	10	2	10	10	3	5	8	1	2	1	1	2	1	1	6	10	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	10	10	2	8	10	10	2	2	2	2	1	8	2	6	2	1	2	 	1	1	1	1	1	1	1	1	1	1	2	 	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	3	2	1	3	3	3	3	3	2	2	1	2	2	 	10	10	5	6	10	10	10	10	5	5	1	10	2	1	3	1	2	2	 	1	3	1	2	2	2	12	2	1	2	2	2	 	 	 	 	4	1946	55	4	2	1	1	2	2	 	2	5	-1	2	1.27	9	44	 	1	2
2030	   80157	1	1	10	10	10	9	2	7	10	1	1	1	2	2	1	1	5	10	1	1	1	1	1	2	4	4	3	1	2	4	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	2	 	1	2	 	2	 	 	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	3	3	3	3	3	2	1	21	1	14	10	10	10	6	10	10	8	10	10	10	10	10	10	1	1	1	1	2	 	1	4	1	1	2	1	100	5	1	2	5	1	0	1	2	0	6	1952	49	3	4	1	1	2	9999	 	 	 	-1	2	.36	4	6	 	1	1
2031	   80170	1	1	9	5	10	10	8	8	10	1	2	1	1	2	2	1	3	7	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	8	8	10	8	9	9	8	9	9	5	5	8	9	8	10	5	1	2	 	1	1	1	2	 	 	2	 	 	1	1	2	1	1	2	1	1	2	2	 	 	2	2	1	2	2	2	2	2	1	3	3	1	3	3	1	2	1	41	1	34	10	10	3	4	10	9	8	8	5	6	7	8	7	1	2	1	2	2	 	1	3	2	1	2	1	50	7	1	2	3	1	0	1	0	9999	4	1950	51	3	2	1	1	2	1	1	 	1	-1	2	.78	9	44	 	1	2
2032	   80181	2	1	5	8	7	8	7	7	9	2	2	1	2	1	2	2	 	6	1	1	1	1	2	4	2	3	4	2	3	1	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	2	1	2	 	1	1	2	1	2	 	1	2	 	1	2	 	1	2	 	1	2	1	2	2	2	2	1	1	2	3	2	3	3	3	1	1	21	2	 	8	3	0	2	8	10	1	2	1	5	4	8	1	1	2	1	3	2	 	1	4	1	1	2	1	30	1	1	2	2	2	 	 	 	 	6	1944	57	4	1	1	1	2	2	 	1	4	-1	2	.31	4	29	 	1	1
2033	   80191	2	1	10	8	10	10	10	8	10	1	1	1	1	2	2	1	4	4	2	1	1	1	3	1	3	5	4	2	3	1	2	8	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	2	2	 	 	1	1	2	1	1	1	2	 	 	1	1	2	1	2	 	2	1	1	2	2	2	1	1	1	2	2	3	2	3	3	2	2	 	1	34	2	10	0	0	10	6	5	10	0	0	0	4	0	1	1	1	1	2	 	1	3	1	1	2	2	8	0	3	2	3	1	1	0	0	0	4	1976	25	1	2	 	1	1	1	2	 	2	-1	2	.52	9	44	 	1	1
2034	   80230	2	2	7	3	9	10	5	5	9	1	2	1	1	2	2	1	6	30	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	6	9	5	0	7	8	5	0	9	5	7	8	9	7	7	10	1	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 	1	2	 	1	1	1	1	2	1	1	2	2	2	1	2	3	2	1	3	3	3	2	1	23	1	34	5	5	3	0	10	0	0	5	3	0	3	0	8	1	3	1	3	2	 	1	4	1	1	2	1	25	4	1	2	2	2	 	 	 	 	5	1932	69	5	3	2	1	2	1	2	 	2	-1	2	.36	4	32	 	1	2
2035	   80325	3	2	5	5	7	8	4	6	10	2	2	1	2	2	2	1	2	3	2	1	1	1	4	3	1	3	2	4	1	3	2	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	1	1	2	 	1	2	 	1	1	2	1	2	 	1	2	 	1	1	2	1	1	1	2	2	2	3	1	1	3	3	3	3	3	3	1	1	21	2	 	8	10	2	3	5	7	0	0	5	0	5	0	4	1	3	1	3	2	 	1	3	2	2	2	1	10	0	1	2	2	2	 	 	 	 	6	1919	82	6	3	3	1	2	2	 	9999	 	-1	2	.42	9	37	 	1	1
2036	   80351	2	1	10	10	10	10	7	5	10	1	2	2	2	2	2	2	 	0	2	1	1	1	1	2	1	5	3	4	1	2	1	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	3	1	3	3	3	1	2	1	21	2	 	8	10	8	8	5	10	0	5	10	10	5	10	10	1	1	1	3	2	 	1	3	1	1	2	1	12	3	1	2	3	1	0	1	0	0	5	1954	47	3	1	6	1	2	1	2	 	2	-1	1	.31	9	44	 	1	1
2037	   80365	3	2	3	3	5	6	7	0	6	1	1	1	1	1	2	1	3	10	2	2	1	1	2	4	1	4	2	3	1	4	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	1	1	1	1	1	1	1	1	1	1	1	2	1	2	 	1	2	 	2	1	2	2	1	2	2	2	1	3	1	1	3	3	3	1	1	21	1	15	1	5	0	0	0	3	5	3	0	1	0	1	0	1	3	1	2	1	3	1	4	2	1	2	1	50	6	1	2	3	2	 	 	 	 	6	1946	55	4	1	4	1	2	2	 	1	4	-1	1	.31	9	44	 	1	1
2038	   80380	3	2	7	3	7	5	3	5	7	1	2	2	2	2	2	1	2	4	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	4	7	5	5	5	7	7	7	5	5	7	8	8	7	7	1	2	 	1	1	1	1	2	 	1	1	2	1	2	 	1	2	 	1	2	 	1	1	1	2	2	2	1	2	3	2	1	1	3	3	3	3	3	1	2	1	30	2	 	5	5	3	3	3	3	3	3	5	5	3	5	5	1	4	1	3	2	 	1	4	1	2	2	1	15	5	1	2	4	1	0	0	2	0	5	1949	52	3	1	2	1	2	9999	 	 	 	-1	1	.54	4	13	 	1	2
2039	   80381	3	2	6	6	5	9	4	10	9	2	2	2	2	2	2	1	4	5	2	1	1	1	3	4	1	5	1	4	2	3	2	10	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	 	1	1	1	1	2	1	2	1	2	3	1	1	3	3	3	3	3	1	1	1	14	1	17	0	5	0	7	5	0	7	5	0	0	5	0	0	2	 	1	3	2	 	1	4	2	2	2	1	15	1	4	1	 	2	 	 	 	 	6	1918	83	6	3	 	1	2	1	9999	 	 	-1	2	.42	4	32	 	1	1
2040	   80389	2	1	10	5	0	10	0	5	10	2	1	1	2	2	1	1	3	15	2	1	1	1	2	1	4	3	3	4	2	1	1	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	2	 	 	1	1	2	1	1	1	2	 	 	2	 	 	1	1	2	2	1	1	2	1	2	1	2	1	3	3	3	3	3	1	2	1	2	1	34	10	10	10	5	10	0	2	10	10	10	10	10	10	2	 	1	2	2	 	2	 	1	1	1	2	8	2	1	2	9	1	2	0	2	0	5	1980	21	1	1	4	1	2	2	 	2	5	-1	1	1.16	9	19	 	1	1
2041	   80392	2	1	8	2	9	9	3	5	8	1	2	1	1	2	2	1	1	5	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	3	3	9	5	2	10	2	2	3	2	9	9	9	7	2	1	2	 	1	1	2	1	1	2	1	2	 	1	1	2	1	2	 	1	2	 	1	1	2	1	2	1	2	2	2	2	2	1	3	2	2	3	3	2	2	1	36	2	 	2	5	1	4	2	1	2	0	9	8	6	9	0	1	2	1	2	2	 	1	4	1	2	1	1	50	4	1	2	2	2	 	 	 	 	6	1948	53	3	1	1	1	2	9999	 	 	 	-1	1	.36	9	4	 	1	2
2042	   80404	3	1	8	0	6	8	9	6	9	1	2	1	1	1	2	1	5	6	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	5	8	8	4	5	5	1	8	2	2	6	9	9	5	8	1	1	2	1	1	1	1	2	 	1	1	2	1	1	2	2	 	 	2	 	 	2	 	 	2	2	1	2	2	3	2	1	1	3	2	2	1	3	3	2	2	 	2	 	2	5	3	2	6	5	1	5	8	2	1	5	2	1	1	1	3	2	 	1	3	2	1	2	1	20	3	1	2	2	2	 	 	 	 	4	1937	64	4	4	3	1	2	2	 	2	5	-1	2	1.27	4	6	 	1	2
2043	   50017	2	2	10	0	5	10	10	7	10	1	2	1	2	2	2	2	 	0	2	1	1	1	1	1	1	5	2	1	3	4	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	2	 	 	2	 	 	2	 	 	1	1	1	2	 	 	1	1	2	2	 	 	1	1	2	1	2	1	1	2	1	3	1	2	3	3	3	1	1	41	2	 	10	7	10	7	10	10	9	9	9	10	7	9	9	1	2	1	2	2	 	1	3	1	1	1	2	25	0	1	2	2	2	 	 	 	 	4	1951	50	3	1	1	4	1	2	 	1	4	-1	2	.68	3	33	 	2	1
2044	   50101	2	1	10	10	10	10	5	4	10	1	1	1	1	2	2	9999	 	12	2	2	1	1	3	4	3	5	1	2	3	4	2	10	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	2	2	 	 	1	1	2	1	2	 	2	 	 	2	 	 	1	1	2	2	2	1	1	2	2	2	2	2	2	1	2	3	3	3	2	1	21	1	29	0	5	0	5	0	0	0	10	10	10	0	5	5	1	2	1	2	2	 	1	4	1	2	2	1	100	5	1	2	2	2	 	 	 	 	6	1927	74	5	3	3	9999	9999	9999	 	 	 	-1	1	.41	6	5	 	2	1
2045	   50121	2	1	10	0	1	6	1	6	10	1	2	2	2	2	2	2	 	1	2	1	1	1	3	3	1	4	4	1	3	2	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	1	2	 	1	2	 	1	1	2	1	2	 	1	2	 	1	2	 	1	2	2	2	2	2	2	2	2	3	3	2	3	3	3	2	1	34	1	10	6	10	4	1	10	1	1	4	1	1	5	1	8	1	1	1	3	2	 	1	4	1	1	2	2	6	4	1	2	2	2	 	 	 	 	4	1941	60	4	4	2	1	2	1	1	 	1	-1	2	.74	6	38	 	2	1
2046	   50167	3	2	3	5	7	8	0	3	9	2	2	1	1	2	2	2	 	4	2	2	1	1	2	3	1	5	4	2	1	3	2	8	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	1	2	 	1	1	2	2	 	 	2	 	 	2	 	 	2	 	 	1	1	2	2	2	2	2	1	2	3	1	3	3	3	1	2	1	36	1	20	8	10	3	7	10	3	3	7	10	5	5	7	7	1	3	1	3	2	 	1	4	1	1	2	2	15	2	1	2	8	1	3	3	0	1	4	1968	33	1	4	1	1	2	1	2	 	2	-1	2	.52	1	50	 	2	1
2047	   50200	2	1	6	9	8	8	0	0	9	2	2	2	2	2	2	2	 	0	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	1	9	0	6	5	10	9	9	0	0	9	9	10	6	6	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	1	2	 	1	2	 	 	 	 	 	 	2	2	1	1	1	2	2	3	2	2	1	1	7	1	34	0	6	0	0	0	0	0	0	8	0	0	5	5	1	2	1	3	2	 	2	 	1	1	2	1	30	2	1	2	2	2	 	 	 	 	6	1947	54	3	1	1	9999	9999	2	 	2	5	-1	1	.6	3	39	 	2	2
2048	   50215	3	2	8	5	6	8	6	6	7	1	2	2	2	2	2	1	2	0	2	1	1	1	3	4	1	5	4	9999	 	 	2	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	2	 	 	2	 	 	1	2	 	2	 	 	1	2	 	1	2	 	1	1	1	2	1	2	2	1	2	3	2	3	3	3	2	2	2	 	2	 	7	7	5	7	7	5	0	7	5	0	5	5	7	1	3	1	3	2	 	1	3	1	1	2	2	20	0	1	2	3	1	9999	1	9999	9999	3	1937	64	4	3	4	1	2	1	1	 	1	-1	1	1.43	1	23	 	2	1
2049	   50216	3	2	7	4	8	3	2	3	7	1	2	2	2	2	2	1	3	4	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	4	7	7	5	8	2	8	6	2	3	2	3	6	7	6	4	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	 	 	 	 	 	2	2	1	1	3	2	3	3	3	2	2	2	 	2	 	7	6	3	3	7	2	2	6	6	7	2	2	8	1	3	1	4	2	 	1	4	1	1	2	1	7	1	1	2	2	2	 	 	 	 	6	1967	34	1	1	6	1	2	1	2	 	2	-1	2	.24	3	33	 	2	2
2050	   50242	1	2	9	3	10	10	5	0	9	1	2	1	1	2	2	1	5	10	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	9	10	10	10	9	8	8	8	10	4	8	10	10	6	7	1	2	 	1	1	1	2	 	 	1	1	2	2	 	 	2	 	 	2	 	 	1	1	1	2	2	1	2	2	2	2	1	1	3	1	1	2	3	1	2	1	5	2	 	7	8	3	2	8	0	3	10	8	2	9	9	7	2	 	1	2	2	 	1	3	2	2	2	2	9999	5	1	2	2	2	 	 	 	 	5	9999	-7998	 	3	3	1	2	9999	 	 	 	-1	2	.72	3	33	 	2	2
2051	   50259	1	1	10	2	10	7	7	5	10	1	1	1	2	2	2	1	3	30	2	1	1	1	2	4	3	2	4	2	3	1	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	1	1	1	1	1	1	2	 	1	2	 	1	2	 	2	 	 	2	 	 	1	2	1	2	1	2	1	2	2	3	3	3	3	3	3	2	1	2	1	29	2	10	7	2	7	3	0	7	5	3	1	7	1	1	2	1	2	2	 	1	3	1	1	2	2	8	3	2	2	5	2	 	 	 	 	4	1977	24	1	1	 	1	2	1	9999	 	 	-1	1	.95	6	38	 	2	1
2052	   50271	3	2	7	5	7	3	5	0	6	2	2	1	2	1	2	2	 	2	2	1	1	1	1	4	1	4	3	2	1	4	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	2	 	 	1	2	 	1	2	 	 	 	 	 	 	2	2	1	1	1	3	3	3	3	1	2	1	21	2	 	3	4	0	3	6	0	0	3	5	6	0	4	0	1	3	1	3	1	3	1	4	1	1	2	2	20	0	1	2	4	1	9999	9999	9999	9999	6	1955	46	3	1	2	1	2	2	 	3	6	-1	1	.62	6	5	 	2	1
2053	   50272	1	1	10	10	5	1	1	1	6	1	1	2	2	2	2	2	 	23	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	8	8	7	6	10	0	0	8	8	2	7	10	8	10	5	2	 	 	1	2	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	2	 	 	 	 	 	 	 	1	1	2	1	1	3	3	3	3	1	1	1	2	2	 	5	8	0	5	10	0	0	5	8	5	0	0	5	1	1	1	3	2	 	1	4	1	1	1	1	50	2	3	1	 	2	 	 	 	 	5	1964	37	2	1	 	1	2	1	1	 	1	-1	1	.59	6	38	 	2	2
2054	   50278	3	1	6	1	8	6	3	5	10	2	2	2	1	2	2	1	1	5	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	7	7	7	6	5	8	5	10	7	3	7	7	9	7	8	3	1	1	2	1	1	2	1	2	 	1	2	 	2	 	 	1	2	 	2	 	 	1	2	 	2	2	1	1	2	2	2	1	1	3	3	3	3	3	1	2	1	39	1	29	0	10	0	0	7	0	5	7	8	0	5	8	5	1	1	1	4	1	4	1	4	1	2	2	1	5	1	1	2	3	1	1	9999	9999	9999	4	1963	38	2	1	1	1	2	1	2	 	2	-1	1	.47	8	26	 	2	2
2055	   50284	2	1	7	1	10	10	3	7	9	1	2	1	1	2	2	1	1	7	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	10	1	10	1	3	1	1	8	10	1	1	10	10	7	5	1	1	1	2	1	1	2	2	 	 	1	2	 	2	 	 	2	 	 	2	 	 	2	 	 	2	2	1	1	2	2	2	2	2	3	1	3	3	3	3	2	2	 	2	 	8	10	1	8	10	0	1	1	9	5	9	1	1	1	2	1	2	2	 	2	 	1	1	2	2	20	0	1	2	7	1	9999	9999	9999	9999	6	1955	46	3	4	1	1	2	2	 	2	5	-1	2	.62	8	16	 	2	2
2056	   50306	1	2	9	4	8	7	0	7	10	1	2	2	1	2	2	1	2	5	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	6	6	7	6	7	10	10	8	7	5	9	7	8	7	6	7	1	2	 	1	1	2	1	2	 	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	1	2	2	1	1	1	1	3	3	3	3	2	3	1	1	41	1	34	7	8	5	5	8	5	3	7	7	5	8	9	4	1	2	1	2	2	 	1	4	1	1	2	2	65	2	1	2	3	9999	 	 	 	 	6	1946	55	4	1	2	1	2	1	3	 	3	-1	1	.36	8	17	 	2	2
2057	   50309	2	2	5	6	7	7	6	6	6	1	2	1	1	2	2	1	1	1	2	1	1	1	2	3	2	3	2	3	1	4	2	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	2	 	1	2	 	1	2	 	1	2	 	1	2	 	2	 	 	1	2	 	 	 	 	 	 	2	1	2	1	3	1	3	3	3	3	1	1	36	2	 	7	7	5	5	8	5	5	6	6	7	5	7	7	1	3	1	2	2	 	1	4	1	2	2	2	40	3	1	9999	 	 	 	 	 	 	6	1930	71	5	3	3	1	2	2	 	1	4	-1	1	.38	6	5	 	2	1
2058	   50314	2	2	9	9	9	9	8	8	9	1	1	1	2	2	2	1	2	5	2	1	1	1	 	 	 	 	 	 	 	 	 	 	 	2	8	9	2	2	0	7	4	9	2	2	5	7	7	7	2	2	 	 	1	1	2	1	1	2	1	2	 	1	1	1	2	 	 	2	 	 	2	 	 	2	1	1	2	2	3	1	1	2	1	2	3	3	3	3	2	2	 	2	 	8	2	2	2	8	2	2	8	2	2	2	8	2	1	2	1	3	2	 	1	4	2	2	2	2	20	0	1	2	3	1	9999	9999	1	9999	6	1954	47	3	1	1	1	2	2	 	1	4	-1	2	.33	1	23	 	2	2
2059	   50357	9999	1	10	10	8	10	10	2	10	1	1	2	2	2	2	1	1	3	2	1	1	1	4	4	1	1	4	3	2	1	1	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	1	2	2	 	 	1	2	 	1	2	 	2	 	 	2	 	 	2	 	 	1	1	1	2	2	2	2	1	1	1	3	3	3	3	3	1	2	 	2	 	10	0	0	0	0	0	0	10	10	10	10	10	0	1	1	1	2	2	 	1	2	1	1	1	1	20	3	1	2	2	2	 	 	 	 	6	1942	59	4	1	4	1	2	2	 	5	8	-1	1	.59	2	18	 	2	1
2060	   50391	3	3	5	0	8	9	8	8	10	2	2	2	2	2	2	1	3	0	2	1	1	1	2	3	3	5	1	2	4	3	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	1	2	 	1	2	 	1	1	1	1	2	 	1	2	 	1	2	 	2	 	 	1	2	2	1	2	3	2	1	1	3	3	3	3	1	3	2	1	2	1	10	5	10	8	10	8	10	8	8	5	8	8	5	10	1	3	1	2	2	 	1	2	1	2	2	1	12	0	4	1	 	2	 	 	 	 	6	1913	88	6	3	 	1	2	1	1	 	1	-1	2	.43	6	5	 	2	1
